8140 = U+3000 // 　
e4bd = U+83f4 // 菴
e4be = U+8413 // 萓
e4bf = U+83eb // 菫
e4c0 = U+83ce // 菎
e4c1 = U+83fd // 菽
e4c2 = U+8403 // 萃
e4c3 = U+83d8 // 菘
e4c4 = U+840b // 萋
e4c5 = U+83c1 // 菁
e4c6 = U+83f7 // 菷
e4c7 = U+8407 // 萇
e4c8 = U+83e0 // 菠
e4c9 = U+83f2 // 菲
e4ca = U+840d // 萍
e4cb = U+8422 // 萢
e4cc = U+8420 // 萠
e4cd = U+83bd // 莽
e4ce = U+8438 // 萸
e4cf = U+8506 // 蔆
e4d0 = U+83fb // 菻
e4d1 = U+846d // 葭
e4d2 = U+842a // 萪
e4d3 = U+843c // 萼
e4d4 = U+855a // 蕚
e4d5 = U+8484 // 蒄
e4d6 = U+8477 // 葷
e4d7 = U+846b // 葫
e4d8 = U+84ad // 蒭
e4d9 = U+846e // 葮
e4da = U+8482 // 蒂
e4db = U+8469 // 葩
e4dc = U+8446 // 葆
e4dd = U+842c // 萬
e4de = U+846f // 葯
e4df = U+8479 // 葹
e4e0 = U+8435 // 萵
e4e1 = U+84ca // 蓊
e4e2 = U+8462 // 葢
e4e3 = U+84b9 // 蒹
e4e4 = U+84bf // 蒿
e4e5 = U+849f // 蒟
e4e6 = U+84d9 // 蓙
e4e7 = U+84cd // 蓍
e4e8 = U+84bb // 蒻
e4e9 = U+84da // 蓚
e4ea = U+84d0 // 蓐
e4eb = U+84c1 // 蓁
e4ec = U+84c6 // 蓆
e4ed = U+84d6 // 蓖
e4ee = U+84a1 // 蒡
e4ef = U+8521 // 蔡
e4f0 = U+84ff // 蓿
e4f1 = U+84f4 // 蓴
e4f2 = U+8517 // 蔗
e4f3 = U+8518 // 蔘
e4f4 = U+852c // 蔬
e4f5 = U+851f // 蔟
e4f6 = U+8515 // 蔕
e4f7 = U+8514 // 蔔
e4f8 = U+84fc // 蓼
e4f9 = U+8540 // 蕀
e4fa = U+8563 // 蕣
e4fb = U+8558 // 蕘
e4fc = U+8548 // 蕈
e540 = U+8541 // 蕁
e541 = U+8602 // 蘂
e542 = U+854b // 蕋
e543 = U+8555 // 蕕
e544 = U+8580 // 薀
e545 = U+85a4 // 薤
e546 = U+8588 // 薈
e547 = U+8591 // 薑
e548 = U+858a // 薊
e549 = U+85a8 // 薨
e54a = U+856d // 蕭
e54b = U+8594 // 薔
e54c = U+859b // 薛
e54d = U+85ea // 藪
e54e = U+8587 // 薇
e54f = U+859c // 薜
e550 = U+8577 // 蕷
e551 = U+857e // 蕾
e552 = U+8590 // 薐
e553 = U+85c9 // 藉
e554 = U+85ba // 薺
e555 = U+85cf // 藏
e556 = U+85b9 // 薹
e557 = U+85d0 // 藐
e558 = U+85d5 // 藕
e559 = U+85dd // 藝
e55a = U+85e5 // 藥
e55b = U+85dc // 藜
e55d = U+860a // 蘊
e55e = U+8613 // 蘓
e55f = U+860b // 蘋
e561 = U+85fa // 藺
e562 = U+8606 // 蘆
e563 = U+8622 // 蘢
e564 = U+861a // 蘚
e565 = U+8630 // 蘰
e566 = U+863f // 蘿
e567 = U+864d // 虍
e568 = U+4e55 // 乕
e569 = U+8654 // 虔
e56a = U+865f // 號
e56b = U+8667 // 虧
e56c = U+8671 // 虱
e56d = U+8693 // 蚓
e56e = U+86a3 // 蚣
e56f = U+86a9 // 蚩
e570 = U+86aa // 蚪
e571 = U+868b // 蚋
e572 = U+868c // 蚌
e573 = U+86b6 // 蚶
e574 = U+86af // 蚯
e575 = U+86c4 // 蛄
e576 = U+86c6 // 蛆
e577 = U+86b0 // 蚰
e578 = U+86c9 // 蛉
e579 = U+8823 // 蠣
e57a = U+86ab // 蚫
e57b = U+86d4 // 蛔
e57c = U+86de // 蛞
e57d = U+86e9 // 蛩
e57e = U+86ec // 蛬
e580 = U+86df // 蛟
e581 = U+86db // 蛛
e582 = U+86ef // 蛯
e583 = U+8712 // 蜒
e584 = U+8706 // 蜆
e585 = U+8708 // 蜈
e586 = U+8700 // 蜀
e587 = U+8703 // 蜃
e588 = U+86fb // 蛻
e589 = U+8711 // 蜑
e58a = U+8709 // 蜉
e58b = U+870d // 蜍
e58c = U+86f9 // 蛹
e58d = U+870a // 蜊
e58e = U+8734 // 蜴
e58f = U+873f // 蜿
e590 = U+8737 // 蜷
e591 = U+873b // 蜻
e592 = U+8725 // 蜥
e593 = U+8729 // 蜩
e594 = U+871a // 蜚
e595 = U+8760 // 蝠
e596 = U+875f // 蝟
e597 = U+8778 // 蝸
e598 = U+874c // 蝌
e599 = U+874e // 蝎
e59a = U+8774 // 蝴
e59b = U+8757 // 蝗
e59c = U+8768 // 蝨
e59d = U+876e // 蝮
e59e = U+8759 // 蝙
e59f = U+8753 // 蝓
e5a0 = U+8763 // 蝣
e5a1 = U+876a // 蝪
e5a2 = U+8805 // 蠅
e5a3 = U+87a2 // 螢
e5a4 = U+879f // 螟
e5a5 = U+8782 // 螂
e5a6 = U+87af // 螯
e5a7 = U+87cb // 蟋
e5a8 = U+87bd // 螽
e5a9 = U+87c0 // 蟀
e5aa = U+87d0 // 蟐
e5ab = U+96d6 // 雖
e5ac = U+87ab // 螫
e5ad = U+87c4 // 蟄
e5ae = U+87b3 // 螳
e5af = U+87c7 // 蟇
e5b0 = U+87c6 // 蟆
e5b1 = U+87bb // 螻
e5b2 = U+87ef // 蟯
e5b3 = U+87f2 // 蟲
e5b4 = U+87e0 // 蟠
e5b5 = U+880f // 蠏
e5b6 = U+880d // 蠍
e5b7 = U+87fe // 蟾
e5b8 = U+87f6 // 蟶
e5b9 = U+87f7 // 蟷
e5ba = U+880e // 蠎
e5bb = U+87d2 // 蟒
e5bc = U+8811 // 蠑
e5bd = U+8816 // 蠖
e5be = U+8815 // 蠕
e5bf = U+8822 // 蠢
e5c0 = U+8821 // 蠡
e5c1 = U+8831 // 蠱
e5c2 = U+8836 // 蠶
e5c3 = U+8839 // 蠹
e5c4 = U+8827 // 蠧
e5c5 = U+883b // 蠻
e5c6 = U+8844 // 衄
e5c7 = U+8842 // 衂
e5c8 = U+8852 // 衒
e5c9 = U+8859 // 衙
e5ca = U+885e // 衞
e5cb = U+8862 // 衢
e5cc = U+886b // 衫
e5cd = U+8881 // 袁
e5ce = U+887e // 衾
e5cf = U+889e // 袞
e5d0 = U+8875 // 衵
e5d1 = U+887d // 衽
e5d2 = U+88b5 // 袵
e5d3 = U+8872 // 衲
e5d4 = U+8882 // 袂
e5d5 = U+8897 // 袗
e5d6 = U+8892 // 袒
e5d7 = U+88ae // 袮
e5d8 = U+8899 // 袙
e5d9 = U+88a2 // 袢
e5da = U+888d // 袍
e5db = U+88a4 // 袤
e5dc = U+88b0 // 袰
e5dd = U+88bf // 袿
e5de = U+88b1 // 袱
e5df = U+88c3 // 裃
e5e0 = U+88c4 // 裄
e5e1 = U+88d4 // 裔
e5e2 = U+88d8 // 裘
e5e3 = U+88d9 // 裙
e5e4 = U+88dd // 裝
e5e5 = U+88f9 // 裹
e5e6 = U+8902 // 褂
e5e7 = U+88fc // 裼
e5e8 = U+88f4 // 裴
e5e9 = U+88e8 // 裨
e5ea = U+88f2 // 裲
e5eb = U+8904 // 褄
e5ec = U+890c // 褌
e5ed = U+890a // 褊
e5ee = U+8913 // 褓
e5ef = U+8943 // 襃
e5f0 = U+891e // 褞
e5f1 = U+8925 // 褥
e5f2 = U+892a // 褪
e5f3 = U+892b // 褫
e5f4 = U+8941 // 襁
e5f5 = U+8944 // 襄
e5f6 = U+893b // 褻
e5f7 = U+8936 // 褶
e5f8 = U+8938 // 褸
e5f9 = U+894c // 襌
e5fa = U+891d // 褝
e5fb = U+8960 // 襠
e5fc = U+895e // 襞
e640 = U+8966 // 襦
e641 = U+8964 // 襤
e642 = U+896d // 襭
e643 = U+896a // 襪
e644 = U+896f // 襯
e645 = U+8974 // 襴
e646 = U+8977 // 襷
e647 = U+897e // 襾
e648 = U+8983 // 覃
e649 = U+8988 // 覈
e64a = U+898a // 覊
e64b = U+8993 // 覓
e64c = U+8998 // 覘
e64d = U+89a1 // 覡
e64e = U+89a9 // 覩
e64f = U+89a6 // 覦
e650 = U+89ac // 覬
e651 = U+89af // 覯
e652 = U+89b2 // 覲
e653 = U+89ba // 覺
e654 = U+89bd // 覽
e655 = U+89bf // 覿
e656 = U+89c0 // 觀
e657 = U+89da // 觚
e658 = U+89dc // 觜
e659 = U+89dd // 觝
e65a = U+89e7 // 觧
e65b = U+89f4 // 觴
e65d = U+8a03 // 訃
e65e = U+8a16 // 訖
e65f = U+8a10 // 訐
e661 = U+8a1b // 訛
e662 = U+8a1d // 訝
e663 = U+8a25 // 訥
e664 = U+8a36 // 訶
e665 = U+8a41 // 詁
e666 = U+8a5b // 詛
e667 = U+8a52 // 詒
e668 = U+8a46 // 詆
e669 = U+8a48 // 詈
e66a = U+8a7c // 詼
e66b = U+8a6d // 詭
e66c = U+8a6c // 詬
e66d = U+8a62 // 詢
e66e = U+8a85 // 誅
e66f = U+8a82 // 誂
e670 = U+8a84 // 誄
e671 = U+8aa8 // 誨
e672 = U+8aa1 // 誡
e673 = U+8a91 // 誑
e674 = U+8aa5 // 誥
e675 = U+8aa6 // 誦
e676 = U+8a9a // 誚
e677 = U+8aa3 // 誣
e678 = U+8ac4 // 諄
e679 = U+8acd // 諍
e67a = U+8ac2 // 諂
e67b = U+8ada // 諚
e67c = U+8aeb // 諫
e67d = U+8af3 // 諳
e67e = U+8ae7 // 諧
e680 = U+8ae4 // 諤
e681 = U+8af1 // 諱
e682 = U+8b14 // 謔
e683 = U+8ae0 // 諠
e684 = U+8ae2 // 諢
e685 = U+8af7 // 諷
e686 = U+8ade // 諞
e687 = U+8adb // 諛
e688 = U+8b0c // 謌
e689 = U+8b07 // 謇
e68a = U+8b1a // 謚
e68b = U+8ae1 // 諡
e68c = U+8b16 // 謖
e68d = U+8b10 // 謐
e68e = U+8b17 // 謗
e68f = U+8b20 // 謠
e690 = U+8b33 // 謳
e691 = U+97ab // 鞫
e692 = U+8b26 // 謦
e693 = U+8b2b // 謫
e694 = U+8b3e // 謾
e695 = U+8b28 // 謨
e696 = U+8b41 // 譁
e697 = U+8b4c // 譌
e698 = U+8b4f // 譏
e699 = U+8b4e // 譎
e69a = U+8b49 // 證
e69b = U+8b56 // 譖
e69c = U+8b5b // 譛
e69d = U+8b5a // 譚
e69e = U+8b6b // 譫
e69f = U+8b5f // 譟
e6a0 = U+8b6c // 譬
e6a1 = U+8b6f // 譯
e6a2 = U+8b74 // 譴
e6a3 = U+8b7d // 譽
e6a4 = U+8b80 // 讀
e6a5 = U+8b8c // 讌
e6a6 = U+8b8e // 讎
e6a7 = U+8b92 // 讒
e6a8 = U+8b93 // 讓
e6a9 = U+8b96 // 讖
e6aa = U+8b99 // 讙
e6ab = U+8b9a // 讚
e6ac = U+8c3a // 谺
e6ad = U+8c41 // 豁
e6ae = U+8c3f // 谿
e6af = U+8c48 // 豈
e6b0 = U+8c4c // 豌
e6b1 = U+8c4e // 豎
e6b2 = U+8c50 // 豐
e6b3 = U+8c55 // 豕
e6b4 = U+8c62 // 豢
e6b5 = U+8c6c // 豬
e6b6 = U+8c78 // 豸
e6b7 = U+8c7a // 豺
e6b8 = U+8c82 // 貂
e6b9 = U+8c89 // 貉
e6ba = U+8c85 // 貅
e6bb = U+8c8a // 貊
e6bc = U+8c8d // 貍
e6bd = U+8c8e // 貎
e6be = U+8c94 // 貔
e6bf = U+8c7c // 豼
e6c0 = U+8c98 // 貘
e6c1 = U+621d // 戝
e6c2 = U+8cad // 貭
e6c3 = U+8caa // 貪
e6c4 = U+8cbd // 貽
e6c5 = U+8cb2 // 貲
e6c6 = U+8cb3 // 貳
e6c7 = U+8cae // 貮
e6c8 = U+8cb6 // 貶
e6c9 = U+8cc8 // 賈
e6ca = U+8cc1 // 賁
e6cb = U+8ce4 // 賤
e6cc = U+8ce3 // 賣
e6cd = U+8cda // 賚
e6ce = U+8cfd // 賽
e6cf = U+8cfa // 賺
e6d0 = U+8cfb // 賻
e6d1 = U+8d04 // 贄
e6d2 = U+8d05 // 贅
e6d3 = U+8d0a // 贊
e6d4 = U+8d07 // 贇
e6d5 = U+8d0f // 贏
e6d6 = U+8d0d // 贍
e6d7 = U+8d10 // 贐
e6d8 = U+9f4e // 齎
e6d9 = U+8d13 // 贓
e6da = U+8ccd // 賍
e6db = U+8d14 // 贔
e6dc = U+8d16 // 贖
e6dd = U+8d67 // 赧
e6de = U+8d6d // 赭
e6df = U+8d71 // 赱
e6e0 = U+8d73 // 赳
e6e1 = U+8d81 // 趁
e6e2 = U+8d99 // 趙
e6e3 = U+8dc2 // 跂
e6e4 = U+8dbe // 趾
e6e5 = U+8dba // 趺
e6e6 = U+8dcf // 跏
e6e7 = U+8dda // 跚
e6e8 = U+8dd6 // 跖
e6e9 = U+8dcc // 跌
e6ea = U+8ddb // 跛
e6eb = U+8dcb // 跋
e6ec = U+8dea // 跪
e6ed = U+8deb // 跫
e6ee = U+8ddf // 跟
e6ef = U+8de3 // 跣
e6f0 = U+8dfc // 跼
e6f1 = U+8e08 // 踈
e6f2 = U+8e09 // 踉
e6f3 = U+8dff // 跿
e6f4 = U+8e1d // 踝
e6f5 = U+8e1e // 踞
e6f6 = U+8e10 // 踐
e6f7 = U+8e1f // 踟
e6f8 = U+8e42 // 蹂
e6f9 = U+8e35 // 踵
e6fa = U+8e30 // 踰
e6fb = U+8e34 // 踴
e6fc = U+8e4a // 蹊
e740 = U+8e47 // 蹇
e741 = U+8e49 // 蹉
e742 = U+8e4c // 蹌
e743 = U+8e50 // 蹐
e744 = U+8e48 // 蹈
e745 = U+8e59 // 蹙
e746 = U+8e64 // 蹤
e747 = U+8e60 // 蹠
e748 = U+8e2a // 踪
e749 = U+8e63 // 蹣
e74a = U+8e55 // 蹕
e74b = U+8e76 // 蹶
e74c = U+8e72 // 蹲
e74d = U+8e7c // 蹼
e74e = U+8e81 // 躁
e74f = U+8e87 // 躇
e750 = U+8e85 // 躅
e751 = U+8e84 // 躄
e752 = U+8e8b // 躋
e753 = U+8e8a // 躊
e754 = U+8e93 // 躓
e755 = U+8e91 // 躑
e756 = U+8e94 // 躔
e757 = U+8e99 // 躙
e758 = U+8eaa // 躪
e759 = U+8ea1 // 躡
e75a = U+8eac // 躬
e75b = U+8eb0 // 躰
e75d = U+8eb1 // 躱
e75e = U+8ebe // 躾
e75f = U+8ec5 // 軅
e761 = U+8ecb // 軋
e762 = U+8edb // 軛
e763 = U+8ee3 // 軣
e764 = U+8efc // 軼
e765 = U+8efb // 軻
e766 = U+8eeb // 軫
e767 = U+8efe // 軾
e768 = U+8f0a // 輊
e769 = U+8f05 // 輅
e76a = U+8f15 // 輕
e76b = U+8f12 // 輒
e76c = U+8f19 // 輙
e76d = U+8f13 // 輓
e76e = U+8f1c // 輜
e76f = U+8f1f // 輟
e770 = U+8f1b // 輛
e771 = U+8f0c // 輌
e772 = U+8f26 // 輦
e773 = U+8f33 // 輳
e774 = U+8f3b // 輻
e775 = U+8f39 // 輹
e776 = U+8f45 // 轅
e777 = U+8f42 // 轂
e778 = U+8f3e // 輾
e779 = U+8f4c // 轌
e77a = U+8f49 // 轉
e77b = U+8f46 // 轆
e77c = U+8f4e // 轎
e77d = U+8f57 // 轗
e77e = U+8f5c // 轜
e780 = U+8f62 // 轢
e781 = U+8f63 // 轣
e782 = U+8f64 // 轤
e783 = U+8f9c // 辜
e784 = U+8f9f // 辟
e785 = U+8fa3 // 辣
e786 = U+8fad // 辭
e787 = U+8faf // 辯
e788 = U+8fb7 // 辷
e789 = U+8fda // 迚
e78a = U+8fe5 // 迥
e78b = U+8fe2 // 迢
e78c = U+8fea // 迪
e78d = U+8fef // 迯
e78e = U+9087 // 邇
e78f = U+8ff4 // 迴
e790 = U+9005 // 逅
e791 = U+8ff9 // 迹
e792 = U+8ffa // 迺
e793 = U+9011 // 逑
e794 = U+9015 // 逕
e795 = U+9021 // 逡
e796 = U+900d // 逍
e797 = U+901e // 逞
e798 = U+9016 // 逖
e799 = U+900b // 逋
e79a = U+9027 // 逧
e79b = U+9036 // 逶
e79c = U+9035 // 逵
e79d = U+9039 // 逹
e79e = U+8ff8 // 迸
e79f = U+904f // 遏
e7a0 = U+9050 // 遐
e7a1 = U+9051 // 遑
e7a2 = U+9052 // 遒
e7a3 = U+900e // 逎
e7a4 = U+9049 // 遉
e7a5 = U+903e // 逾
e7a6 = U+9056 // 遖
e7a7 = U+9058 // 遘
e7a8 = U+905e // 遞
e7a9 = U+9068 // 遨
e7aa = U+906f // 遯
e7ab = U+9076 // 遶
e7ac = U+96a8 // 隨
e7ad = U+9072 // 遲
e7ae = U+9082 // 邂
e7af = U+907d // 遽
e7b0 = U+9081 // 邁
e7b1 = U+9080 // 邀
e7b2 = U+908a // 邊
e7b3 = U+9089 // 邉
e7b4 = U+908f // 邏
e7b5 = U+90a8 // 邨
e7b6 = U+90af // 邯
e7b7 = U+90b1 // 邱
e7b8 = U+90b5 // 邵
e7b9 = U+90e2 // 郢
e7ba = U+90e4 // 郤
e7bb = U+6248 // 扈
e7bc = U+90db // 郛
e7bd = U+9102 // 鄂
e7be = U+9112 // 鄒
e7bf = U+9119 // 鄙
e7c0 = U+9132 // 鄲
e7c1 = U+9130 // 鄰
e7c2 = U+914a // 酊
e7c3 = U+9156 // 酖
e7c4 = U+9158 // 酘
e7c5 = U+9163 // 酣
e7c6 = U+9165 // 酥
e7c7 = U+9169 // 酩
e7c8 = U+9173 // 酳
e7c9 = U+9172 // 酲
e7ca = U+918b // 醋
e7cb = U+9189 // 醉
e7cc = U+9182 // 醂
e7cd = U+91a2 // 醢
e7ce = U+91ab // 醫
e7cf = U+91af // 醯
e7d0 = U+91aa // 醪
e7d1 = U+91b5 // 醵
e7d2 = U+91b4 // 醴
e7d3 = U+91ba // 醺
e7d4 = U+91c0 // 釀
e7d5 = U+91c1 // 釁
e7d6 = U+91c9 // 釉
e7d7 = U+91cb // 釋
e7d8 = U+91d0 // 釐
e7d9 = U+91d6 // 釖
e7da = U+91df // 釟
e7db = U+91e1 // 釡
e7dc = U+91db // 釛
e7dd = U+91fc // 釼
e7de = U+91f5 // 釵
e7df = U+91f6 // 釶
e7e0 = U+921e // 鈞
e7e1 = U+91ff // 釿
e7e2 = U+9214 // 鈔
e7e3 = U+922c // 鈬
e7e4 = U+9215 // 鈕
e7e5 = U+9211 // 鈑
e7e6 = U+925e // 鉞
e7e7 = U+9257 // 鉗
e7e8 = U+9245 // 鉅
e7e9 = U+9249 // 鉉
e7ea = U+9264 // 鉤
e7eb = U+9248 // 鉈
e7ec = U+9295 // 銕
e7ed = U+923f // 鈿
e7ee = U+924b // 鉋
e7ef = U+9250 // 鉐
e7f0 = U+929c // 銜
e7f1 = U+9296 // 銖
e7f2 = U+9293 // 銓
e7f3 = U+929b // 銛
e7f4 = U+925a // 鉚
e7f5 = U+92cf // 鋏
e7f6 = U+92b9 // 銹
e7f7 = U+92b7 // 銷
e7f8 = U+92e9 // 鋩
e7f9 = U+930f // 錏
e7fa = U+92fa // 鋺
e7fb = U+9344 // 鍄
e7fc = U+932e // 錮
e840 = U+9319 // 錙
e841 = U+9322 // 錢
e842 = U+931a // 錚
e843 = U+9323 // 錣
e844 = U+933a // 錺
e845 = U+9335 // 錵
e846 = U+933b // 錻
e847 = U+935c // 鍜
e848 = U+9360 // 鍠
e849 = U+937c // 鍼
e84a = U+936e // 鍮
e84b = U+9356 // 鍖
e84c = U+93b0 // 鎰
e84d = U+93ac // 鎬
e84e = U+93ad // 鎭
e84f = U+9394 // 鎔
e850 = U+93b9 // 鎹
e851 = U+93d6 // 鏖
e852 = U+93d7 // 鏗
e853 = U+93e8 // 鏨
e854 = U+93e5 // 鏥
e855 = U+93d8 // 鏘
e856 = U+93c3 // 鏃
e857 = U+93dd // 鏝
e858 = U+93d0 // 鏐
e859 = U+93c8 // 鏈
e85a = U+93e4 // 鏤
e85b = U+941a // 鐚
e85d = U+9413 // 鐓
e85e = U+9403 // 鐃
e85f = U+9407 // 鐇
e861 = U+9436 // 鐶
e862 = U+942b // 鐫
e863 = U+9435 // 鐵
e864 = U+9421 // 鐡
e865 = U+943a // 鐺
e866 = U+9441 // 鑁
e867 = U+9452 // 鑒
e868 = U+9444 // 鑄
e869 = U+945b // 鑛
e86a = U+9460 // 鑠
e86b = U+9462 // 鑢
e86c = U+945e // 鑞
e86d = U+946a // 鑪
e86e = U+9229 // 鈩
e86f = U+9470 // 鑰
e870 = U+9475 // 鑵
e871 = U+9477 // 鑷
e872 = U+947d // 鑽
e873 = U+945a // 鑚
e874 = U+947c // 鑼
e875 = U+947e // 鑾
e876 = U+9481 // 钁
e877 = U+947f // 鑿
e878 = U+9582 // 閂
e879 = U+9587 // 閇
e87a = U+958a // 閊
e87b = U+9594 // 閔
e87c = U+9596 // 閖
e87d = U+9598 // 閘
e87e = U+9599 // 閙
e880 = U+95a0 // 閠
e881 = U+95a8 // 閨
e882 = U+95a7 // 閧
e883 = U+95ad // 閭
e884 = U+95bc // 閼
e885 = U+95bb // 閻
e886 = U+95b9 // 閹
e887 = U+95be // 閾
e888 = U+95ca // 闊
e889 = U+6ff6 // 濶
e88a = U+95c3 // 闃
e88b = U+95cd // 闍
e88c = U+95cc // 闌
e88d = U+95d5 // 闕
e88e = U+95d4 // 闔
e88f = U+95d6 // 闖
e890 = U+95dc // 關
e891 = U+95e1 // 闡
e892 = U+95e5 // 闥
e893 = U+95e2 // 闢
e894 = U+9621 // 阡
e895 = U+9628 // 阨
e896 = U+962e // 阮
e897 = U+962f // 阯
e898 = U+9642 // 陂
e899 = U+964c // 陌
e89a = U+964f // 陏
e89b = U+964b // 陋
e89c = U+9677 // 陷
e89d = U+965c // 陜
e89e = U+965e // 陞
e89f = U+965d // 陝
e8a0 = U+965f // 陟
e8a1 = U+9666 // 陦
e8a2 = U+9672 // 陲
e8a3 = U+966c // 陬
e8a4 = U+968d // 隍
e8a5 = U+9698 // 隘
e8a6 = U+9695 // 隕
e8a7 = U+9697 // 隗
e8a8 = U+96aa // 險
e8a9 = U+96a7 // 隧
e8aa = U+96b1 // 隱
e8ab = U+96b2 // 隲
e8ac = U+96b0 // 隰
e8ad = U+96b4 // 隴
e8ae = U+96b6 // 隶
e8af = U+96b8 // 隸
e8b0 = U+96b9 // 隹
e8b1 = U+96ce // 雎
e8b2 = U+96cb // 雋
e8b3 = U+96c9 // 雉
e8b4 = U+96cd // 雍
e8b5 = U+894d // 襍
e8b6 = U+96dc // 雜
e8b7 = U+970d // 霍
e8b8 = U+96d5 // 雕
e8b9 = U+96f9 // 雹
e8ba = U+9704 // 霄
e8bb = U+9706 // 霆
e8bc = U+9708 // 霈
e8bd = U+9713 // 霓
e8be = U+970e // 霎
e8bf = U+9711 // 霑
e8c0 = U+970f // 霏
e8c1 = U+9716 // 霖
e8c2 = U+9719 // 霙
e8c3 = U+9724 // 霤
e8c4 = U+972a // 霪
e8c5 = U+9730 // 霰
e8c6 = U+9739 // 霹
e8c7 = U+973d // 霽
e8c8 = U+973e // 霾
e8c9 = U+9744 // 靄
e8ca = U+9746 // 靆
e8cb = U+9748 // 靈
e8cc = U+9742 // 靂
e8cd = U+9749 // 靉
e8ce = U+975c // 靜
e8cf = U+9760 // 靠
e8d0 = U+9764 // 靤
e8d1 = U+9766 // 靦
e8d2 = U+9768 // 靨
e8d3 = U+52d2 // 勒
e8d4 = U+976b // 靫
e8d5 = U+9771 // 靱
e8d6 = U+9779 // 靹
e8d7 = U+9785 // 鞅
e8d8 = U+977c // 靼
e8d9 = U+9781 // 鞁
e8da = U+977a // 靺
e8db = U+9786 // 鞆
e8dc = U+978b // 鞋
e8dd = U+978f // 鞏
e8de = U+9790 // 鞐
e8df = U+979c // 鞜
e8e0 = U+97a8 // 鞨
e8e1 = U+97a6 // 鞦
e8e2 = U+97a3 // 鞣
e8e3 = U+97b3 // 鞳
e8e4 = U+97b4 // 鞴
e8e5 = U+97c3 // 韃
e8e6 = U+97c6 // 韆
e8e7 = U+97c8 // 韈
e8e8 = U+97cb // 韋
e8e9 = U+97dc // 韜
e8ea = U+97ed // 韭
e8eb = U+9f4f // 齏
e8ec = U+97f2 // 韲
e8ed = U+7adf // 竟
e8ee = U+97f6 // 韶
e8ef = U+97f5 // 韵
e8f0 = U+980f // 頏
e8f1 = U+980c // 頌
e8f2 = U+9838 // 頸
e8f3 = U+9824 // 頤
e8f4 = U+9821 // 頡
e8f5 = U+9837 // 頷
e8f6 = U+983d // 頽
e8f7 = U+9846 // 顆
e8f8 = U+984f // 顏
e8f9 = U+984b // 顋
e8fa = U+986b // 顫
e8fb = U+986f // 顯
e8fc = U+9870 // 顰
e940 = U+9871 // 顱
e941 = U+9874 // 顴
e942 = U+9873 // 顳
e943 = U+98aa // 颪
e944 = U+98af // 颯
e945 = U+98b1 // 颱
e946 = U+98b6 // 颶
e947 = U+98c4 // 飄
e948 = U+98c3 // 飃
e949 = U+98c6 // 飆
e94a = U+98e9 // 飩
e94b = U+98eb // 飫
e94c = U+9903 // 餃
e94d = U+9909 // 餉
e94e = U+9912 // 餒
e94f = U+9914 // 餔
e950 = U+9918 // 餘
e951 = U+9921 // 餡
e952 = U+991d // 餝
e953 = U+991e // 餞
e954 = U+9924 // 餤
e955 = U+9920 // 餠
e956 = U+992c // 餬
e957 = U+992e // 餮
e958 = U+993d // 餽
e959 = U+993e // 餾
e95a = U+9942 // 饂
e95b = U+9949 // 饉
e95d = U+9950 // 饐
e95e = U+994b // 饋
e95f = U+9951 // 饑
e961 = U+994c // 饌
e962 = U+9955 // 饕
e963 = U+9997 // 馗
e964 = U+9998 // 馘
e965 = U+99a5 // 馥
e966 = U+99ad // 馭
e967 = U+99ae // 馮
e968 = U+99bc // 馼
e969 = U+99df // 駟
e96a = U+99db // 駛
e96b = U+99dd // 駝
e96c = U+99d8 // 駘
e96d = U+99d1 // 駑
e96e = U+99ed // 駭
e96f = U+99ee // 駮
e970 = U+99f1 // 駱
e971 = U+99f2 // 駲
e972 = U+99fb // 駻
e973 = U+99f8 // 駸
e974 = U+9a01 // 騁
e975 = U+9a0f // 騏
e976 = U+9a05 // 騅
e977 = U+99e2 // 駢
e978 = U+9a19 // 騙
e979 = U+9a2b // 騫
e97a = U+9a37 // 騷
e97b = U+9a45 // 驅
e97c = U+9a42 // 驂
e97d = U+9a40 // 驀
e97e = U+9a43 // 驃
e980 = U+9a3e // 騾
e981 = U+9a55 // 驕
e982 = U+9a4d // 驍
e983 = U+9a5b // 驛
e984 = U+9a57 // 驗
e985 = U+9a5f // 驟
e986 = U+9a62 // 驢
e987 = U+9a65 // 驥
e988 = U+9a64 // 驤
e989 = U+9a69 // 驩
e98a = U+9a6b // 驫
e98b = U+9a6a // 驪
e98c = U+9aad // 骭
e98d = U+9ab0 // 骰
e98e = U+9abc // 骼
e98f = U+9ac0 // 髀
e990 = U+9acf // 髏
e991 = U+9ad1 // 髑
e992 = U+9ad3 // 髓
e993 = U+9ad4 // 體
e994 = U+9ade // 髞
e995 = U+9adf // 髟
e996 = U+9ae2 // 髢
e997 = U+9ae3 // 髣
e998 = U+9ae6 // 髦
e999 = U+9aef // 髯
e99a = U+9aeb // 髫
e99b = U+9aee // 髮
e99c = U+9af4 // 髴
e99d = U+9af1 // 髱
e99e = U+9af7 // 髷
e99f = U+9afb // 髻
e9a0 = U+9b06 // 鬆
e9a1 = U+9b18 // 鬘
e9a2 = U+9b1a // 鬚
e9a3 = U+9b1f // 鬟
e9a4 = U+9b22 // 鬢
e9a5 = U+9b23 // 鬣
e9a6 = U+9b25 // 鬥
e9a7 = U+9b27 // 鬧
e9a8 = U+9b28 // 鬨
e9a9 = U+9b29 // 鬩
